material_id,oun,transaction_count,median_unit_price,minimum_unit_price,maximum_unit_price,average_unit_price,spend,price_spread_pct,review_flag
920120.0,KG,22,4.6,4.6,62.71,9.882727272727273,12684291.35,12.632608695652175,Review
910670.0,KG,24,130.0,42.0,160.0,99.34375,12381661.2,0.9076923076923077,Review
921430.0,KG,6,350.0,90.0,2400.0,946.6833333333334,11917050.0,6.6,Review
950050.0,EA,68,39.0,9.31,42.0,36.15573529411765,11709050.5,0.8382051282051282,Review
920130.0,KG,13,38.0,31.0,660.0,89.46153846153847,11594100.0,16.55263157894737,Review
7200300.0,KG,8,184.70999999999998,31.05,206.0,134.1025,11418728.3,0.9471604136213524,Review
950010.0,EA,43,16.12,0.17,17.0,12.300488372093024,10954635.4,1.0440446650124067,Review
7200150.0,EA,39,11.14,11.14,29.25,17.831794871794873,10233538.3,1.6256732495511668,Review
7101570.0,L,160,795.0,104.23,795.0,597.35575,10176810.28,0.8688930817610062,Review
969820.0,EA,5,360100.0,322700.0,561100.0,398420.0,10114600.0,0.6620383226881422,Review
969830.0,EA,8,309800.0,233800.0,598600.0,329387.5,9769000.0,1.1775338928340866,Review
969780.0,EA,9,13175.0,121.0,135000.0,45629.600000000006,9194990.0,10.237495256166984,Review
920240.0,KG,5,109.37,49.0,112.8,85.918,9108832.4,0.5833409527292676,Review
818630.0,EA,16,595581.41,20.0,595581.41,484038.083125,8100910.33,0.9999664193682607,Review
921580.0,KG,7,60.0,44.5,650.0,142.07142857142858,7402250.0,10.091666666666667,Review
7100120.0,KG,322,2.4,1.5,16.25,3.0563664596273292,7256448.5,6.145833333333334,Review
7504080.0,EA,10,454.2889,76.8685,1205.6756666666668,544.6954879166667,6787152.6,2.48477822519253,Review
818740.0,EA,31,36610.0,11625.0,468988.5,187335.6629032258,6055171.55,12.492857142857142,Review
940010.0,KG,14,66.5,7.3,385.0,93.65714285714286,5985207.5,5.679699248120301,Review
950000.0,EA,42,2.34,0.278,26.65,5.842714285714286,5731817.8,11.270085470085471,Review
7101250.0,DOS,28,0.725,0.55,2.6,1.0383928571428571,5399000.0,2.8275862068965516,Review
7100080.0,DOS,9,4.05,0.6,4.22,2.9377777777777774,5390550.0,0.8938271604938272,Review
7100030.0,KG,161,36.75,3.0,145.0,42.97670807453416,5279902.5,3.8639455782312924,Review
921380.0,KG,22,32.735,16.72,132.0,42.99045454545455,4904024.5,3.521612952497327,Review
802100.0,BAG,11,164.06,134.804,269.53,173.40672727272727,4812186.65,0.8211995611361695,Review
7101970.0,KG,9,1082.0,668.0,1224.0,980.7777777777778,4534670.0,0.5138632162661737,Review
816520.0,EA,6,265000.0,24.0,842000.0,413170.6666666667,4163144.0,3.177267924528302,Review
7200180.0,EA,8,36.0,0.01,39.0,22.87875,4137653.0,1.0830555555555557,Review
920100.0,KG,8,2000.0,38.0,12000.0,2836.53125,4127467.5,5.981,Review
940020.0,KG,21,9.4,5.676,64.0,17.01199523809524,4100539.33,6.204680851063829,Review
969610.0,EA,5,220000.0,31000.0,2309125.0,606770.0,3409725.0,10.355113636363637,Review
816840.0,EA,7,7.62,7.62,1679688.0,239961.96,3373625.4,220430.4960629921,Review
7100020.0,KG,86,30.0,19.0,76.0,32.80174418604651,3143850.0,1.9,Review
7100080.0,L,86,154.0,56.0,220.0,155.19767441860466,2890000.0,1.0649350649350648,Review
950890.0,EA,14,17.36,0.7,20.5,13.23857142857143,2864553.88,1.140552995391705,Review
7201340.0,KG,25,73.0,58.0,98.0,76.12,2780344.9,0.547945205479452,Review
962460.0,EA,14,702.165,0.42,4843.75,1288.5942857142857,2615852.55,6.897709227888032,Review
951240.0,EA,17,17.8,17.0,28.86,21.95705882352941,2568952.08,0.6662921348314607,Review
7100320.0,EA,81,3.0,3.0,783.0,159.79012345679013,2454110.0,260.0,Review
814650.0,EA,38,9255.0,100.0,27957.0,10519.888947368421,2409345.68,3.009940572663425,Review
7101860.0,EA,41,500.0,24.1075,500.0,488.3928658536585,2367232.25,0.951785,Review
7101150.0,DOS,36,0.3,0.188384,1.5,0.45707244444444445,2261337.2,4.372053333333334,Review
951920.0,EA,9,1.85,1.3,116.4,14.333333333333334,2221700.0,62.21621621621622,Review
952140.0,EA,13,39.44,6.95,70.0,32.56307692307692,2221502.5,1.598630831643002,Review
818400.0,EA,16,600.0,51.79,5904.0,1119.873125,2139146.9,9.753683333333333,Review
803430.0,FT2,60,22.5,10.0,33.0,23.6495,2120568.71,1.0222222222222221,Review
7100090.0,L,8,495.0,68.8,510.0,340.8,1990560.0,0.8913131313131313,Review
802040.0,M,9,88.05,69.71,587.01,183.67777777777778,1817625.0,5.875070982396365,Review
800570.0,FT,10,11.34,2.98,35.0,14.390355932203388,1720190.0,2.8236331569664905,Review
7100030.0,L,35,241.61,46.0,241.61,230.4322857142857,1647767.0,0.8096105293655064,Review
819190.0,EA,8,1800.0,225.0,5150.0,2730.625,1635800.0,2.736111111111111,Review
801480.0,EA,15,590.0,83.2,1098.0,640.39,1627206.0,1.72,Review
7101700.0,KG,16,133.0,53.0,136.0,99.3125,1546800.0,0.6240601503759399,Review
802310.0,KG,48,40.040255,36.44,57.627120000000005,40.060406666666665,1507356.85,0.5291454812163411,Review
951890.0,EA,13,34.05,18.4,53.25,38.385384615384616,1485897.75,1.023494860499266,Review
952080.0,EA,16,4.475,3.0,14.69,6.958125,1388984.3,2.612290502793296,Review
920870.0,KG,20,25.541666666666664,21.9,300.0,100.32833333333333,1353750.0,10.888091353996739,Review
7101050.0,DOS,10,0.16,0.16,4.97799,0.641799,1328398.0,30.1124375,Review
7200160.0,EA,5,11.14,11.14,21.25,14.984,1271600.22,0.9075403949730699,Review
7101830.0,DOS,27,0.161,0.161,700.0,44.96388888888888,1262775.0,4346.826086956522,Review
950790.0,EA,13,25.4,24.3,46.5,32.91384615384615,1256330.08,0.8740157480314961,Review
7300610.0,EA,12,26.0,1.56,26.88,23.1075,1162260.0,0.9738461538461538,Review
818140.0,EA,19,28300.0,325.0,81800.0,32604.21052631579,1154715.0,2.878975265017668,Review
817520.0,EA,28,28650.0,127.12,28650.0,27631.325714285715,1146508.48,0.9955630017452007,Review
921310.0,KG,5,120.0,120.0,4500.0,1872.0,1080000.0,36.5,Review
816680.0,EA,7,750.0,540.0,500245.55,143433.01428571428,1042821.1,666.2740666666666,Review
818790.0,EA,5,635.59,48.0,3876.0,1805.118,1038735.59,6.022750515269277,Review
7100050.0,KG,5,1600.0,200.0,2800.0,1560.0,1028000.0,1.625,Review
952090.0,EA,22,11.99,11.99,60.0,19.570454545454545,1020291.5,4.004170141784821,Review
950820.0,EA,8,13.49002698535081,13.49,89.95,42.162506746337705,952460.45,5.667890811710756,Review
910520.0,KG,7,47.0,46.475,522.66,247.86928571428572,943028.86,10.13159574468085,Review
803540.0,FT2,13,3.0,2.9,5.0,3.6153846153846154,941499.6,0.7000000000000001,Review
818300.0,EA,6,1425.0,0.75,9230.0,3334.2916666666665,896900.0,6.476666666666667,Review
7504090.0,EA,10,76.8698,8.556189999999999,101.451875,62.5958755,888009.6,1.2084808988705578,Review
7101930.0,KG,6,918.0,918.0,3248.0,1694.6666666666667,875600.0,2.5381263616557734,Review
952110.0,EA,11,13.71,6.9,42.38,14.461818181818183,863853.0,2.587892049598833,Review
818060.0,EA,8,82750.0,23000.0,160000.0,84937.5,863500.0,1.6555891238670695,Review
802560.0,M,5,122.88,118.63,1425.0,382.454,812695.6,10.631266276041666,Review
951570.0,EA,14,0.8,0.08,2.32,0.7514285714285714,805576.0,2.7999999999999994,Review
967970.0,EA,5,131425.0,48074.0,165212.45,127871.33,798012.0,0.8912950351911738,Review
801820.0,M,44,27.52,12.03,1333.0,59.13522727272727,764753.6,48.00036337209303,Review
7701180.0,EA,34,2670.0,505.57,8085.94,3315.4114705882353,764647.1799999999,2.8390898876404496,Review
803430.0,EA,26,3.45,2.7,4.5,3.536538461538462,743130.0,0.5217391304347825,Review
951860.0,KG,16,135.0,120.0,198.0,148.875,699278.55,0.5777777777777777,Review
809110.0,KG,5,79.0,75.0,425.0,216.6,678500.0,4.430379746835443,Review
951340.0,EA,13,36.41,1.05,37.5,25.494615384615386,676162.5,1.0010985992859107,Review
806330.0,EA,12,1495.0,93.0,2400.0,1538.0,673871.0,1.54314381270903,Review
802930.0,EA,21,8515.83,8515.63,14000.0,9022.229523809525,659566.75,0.6440206063296239,Review
7100550.0,L,15,875.0,655.44,2500.0,1289.256,657098.4,2.1080685714285714,Review
951390.0,EA,6,9.92585,2.25,70.0,27.391949999999998,654564.08,6.825611912329926,Review
802910.0,EA,57,2800.0,1050.0,6000.0,3268.507368421053,625716.92,1.7678571428571428,Review
801810.0,M,47,7.52,4.0,59.0,15.977234042553192,622994.0,7.3138297872340425,Review
951190.0,EA,10,22.3,15.2,26.6,20.643,613564.08,0.5112107623318386,Review
7100040.0,KG,23,514.0,185.0,514.0,499.69565217391306,608054.0,0.6400778210116731,Review
818850.0,EA,10,170.0,9.0,580357.15,59222.615000000005,592442.15,3413.8126470588236,Review
951480.0,EA,7,10.2542,1.8,30.75,9.572028571428572,586329.75,2.823233406799165,Review
7201850.0,EA,13,1208.68,387.62,1630.48,1103.636923076923,578466.28,1.0282787834662608,Review
969640.0,EA,5,44400.0,17440.0,86800.0,42752.0,558300.0,1.5621621621621622,Review
817150.0,EA,12,4.265000000000001,0.59,9.7,4.434166666666667,533769.5,2.1359906213364592,Review
940000.0,KG,16,258.5,112.0,503.0,277.9375,527630.0,1.5125725338491296,Review
802920.0,EA,46,4400.0,184.02,13324.0,4422.489565217391,514533.26,2.9863590909090907,Review
800220.0,EA,10,32.0,16.0,450.0,75.4,514402.0,13.5625,Review
910560.0,KG,365,150.11,40.2,950.0,147.74746301369862,505688.54,6.060888681633468,Review
801980.0,KG,73,30.952399999999997,7.0,435.0,57.4399506849315,502677.69,13.827683798348433,Review
951580.0,EA,6,2.0,1.3,217.09,37.973333333333336,499523.9,107.895,Review
951800.0,EA,7,34.91,24.2966,48.0,34.78522857142857,494713.1,0.6789859639071899,Review
7500340.0,EA,5,16.2,16.2,166.97,46.354,487669.7,9.306790123456791,Review
816110.0,EA,6,65.255,45.0,188.27,84.96333333333334,477332.04,2.1955405716037086,Review
818960.0,EA,7,59.5,1.0,463852.72,66323.57428571428,473532.72,7795.827226890756,Review
960300.0,EA,9,157.5,6.5,1908.13,377.8588888888889,472342.85,12.073841269841271,Review
950920.0,EA,16,34.7,25.9,51.5,36.79375,467859.7,0.7377521613832853,Review
819070.0,EA,8,1910.845,123.38,31525.43,6078.3,467376.70999999996,16.433593514910942,Review
961110.0,EA,7,825.0,32.72,10137.0,1880.9914285714283,452406.0,12.247612121212121,Review
815840.0,EA,8,22411.0,18630.0,33750.0,25808.0,435072.0,0.6746686894828432,Review
801190.0,EA,21,7.0,1.31,37.4,14.183809523809524,433723.4,5.155714285714285,Review
7101530.0,DOS,15,0.078,0.078,0.125,0.09993333333333335,425300.0,0.6025641025641025,Review
920760.0,KG,8,412.5,171.0,800.0,470.375,408504.0,1.524848484848485,Review
818900.0,EA,11,750.0,61.5,339000.0,31577.39363636364,403124.65,451.918,Review
952100.0,EA,11,6.0,0.5027880778588808,6.0,4.734262952761328,398921.11,0.9162019870235198,Review
802790.0,KG,20,22.0,7.0,41.52542,23.341331500000003,397936.94,1.5693372727272725,Review
7705500.0,EA,6,73.475,8.12,730.84,220.94000000000003,395844.73,9.836270840421914,Review
818950.0,EA,9,560.0,25.0,27500.0,3804.6666666666665,388685.0,49.0625,Review
818670.0,EA,5,16625.0,3700.0,18050.0,11990.0,387800.0,0.8631578947368421,Review
952000.0,EA,19,23.57,5.96,48.395833333333336,29.418728070175437,387412.5,1.8004171970018386,Review
802330.0,KG,15,39.40678,0.9,45.0,37.41749333333333,387106.36,1.1190967645669097,Review
7500290.0,SET,6,70.09,68.75,184.82,88.98833333333334,386074.0,1.6560136966757024,Review
800000.0,EA,21,33.52,1.27,114.4,46.33360211640212,384370.38,3.375,Review
980010.0,EA,10,57.2,21.83,7203.0,1890.511,383374.18,125.54493006993006,Review
818990.0,EA,12,38.285,11.0,22000.0,3308.630833333333,361104.18,574.3502677288756,Review
801610.0,EA,23,8889.83,572.0,10490.0,8125.841739130434,355139.3,1.1156568798278483,Review
969850.0,EA,7,3402.75,21.6,100227.24,31934.989999999998,338581.0,29.44842847696716,Review
811740.0,L,6,228.035,180.0,328.9,230.98166666666665,333322.0,0.6529699388251803,Review
817980.0,EA,6,6.5,3.0,357.0,64.13333333333334,332037.0,54.46153846153846,Review
810340.0,EA,5,14500.0,92.5,14500.0,11618.5,330375.0,0.9936206896551724,Review
980050.0,EA,14,17013.6,17.46,32500.0,16403.11285714286,315416.15,1.9092102788357552,Review
801300.0,EA,7,11776.0,80.36,24500.0,9153.531428571428,313721.6,2.073678668478261,Review
811110.0,EA,5,54.0,6.708333333333333,1370.2,299.35883333333334,312932.8,25.24984567901235,Review
952060.0,EA,7,2.25,2.25,16.85,8.402857142857144,312061.5,6.48888888888889,Review
818710.0,EA,13,3437.5,1500.0,18700.0,5129.62,306441.31,5.003636363636364,Review
819220.0,EA,5,17000.0,220.0,17000.0,13644.0,306220.0,0.9870588235294118,Review
910570.0,KG,127,150.11,150.0,250.0,190.99251968503935,305205.42,0.6661781360335753,Review
818860.0,EA,7,5.45,0.8,190.0,51.635714285714286,300640.0,34.715596330275226,Review
819200.0,EA,11,1694.92,18.6,121016.94,21281.60636363636,297718.72,71.388820711302,Review
911040.0,KG,15,155.11,38.0,180.11,124.74000000000001,294203.21,0.9161885113790214,Review
960170.0,EA,7,3016.8,307.2,3605.4,2374.578571428571,288576.0,1.093277645186953,Review
969570.0,EA,6,132.5,18.0,142.0,104.66666666666667,276852.0,0.9358490566037736,Review
969940.0,EA,6,1130.51,20.0,35464.0,10572.086666666668,275941.02,31.35222156371903,Review
951220.0,EA,19,7.5,6.8,43.5,18.347368421052632,273810.0,4.8933333333333335,Review
800560.0,FT,7,7.66,6.091370558375634,15.0,9.383052936910804,267492.0,1.1630064545201524,Review
817640.0,EA,6,8.5,8.5,130.0,49.0,260263.5,14.294117647058824,Review
801520.0,EA,6,5700.8,26.79,19236.0,7307.196666666667,250533.6,3.369563920853213,Review
910640.0,KG,7,15.0,5.0,15.0,13.571428571428571,245475.0,0.6666666666666666,Review
969690.0,EA,8,3000.0,150.0,111030.4,17084.425,236674.0,36.96013333333333,Review
960450.0,EA,7,10.0,6.8,21.31,10.92,235686.0,1.4509999999999998,Review
801470.0,EA,14,267.0,34.0,717.6,278.955,235143.0,2.560299625468165,Review
814690.0,KG,9,115.0,34.0,120.0,98.73777777777778,232693.2,0.7478260869565218,Review
804140.0,FT2,5,175.0,115.0,312.0,193.4,232391.88,1.1257142857142857,Review
807100.0,EA,9,2125.0,486.85,7118.64,3169.43,231617.25,3.1208423529411764,Review
801620.0,EA,7,50.0,27.5,1755.0,455.7285714285714,229020.0,34.55,Review
803230.0,EA,25,5950.0,3000.0,11500.0,6216.3931999999995,225029.83000000002,1.4285714285714286,Review
951690.0,EA,6,24.8,1.806,47.0,28.36766666666667,224990.0,1.8223387096774195,Review
969700.0,EA,6,5842.5,29.66,16110.0,7325.776666666668,224466.0,2.7523046640992725,Review
819130.0,EA,12,3.27,3.2666666666666666,6960.0,2110.6569444444444,220360.0,2127.441386340469,Review
811580.0,EA,5,3600.0,1200.0,7200.0,3811.3599999999997,219380.0,1.6666666666666667,Review
7703090.0,EA,6,331.07,15.25,16775.0,5708.801666666666,218920.15,50.62298003443381,Review
951860.0,EA,6,6.125,1.29,11.0,5.68,215180.0,1.5853061224489797,Review
807710.0,M,5,99.0,92.0,440.0,217.0,211760.0,3.515151515151515,Review
980100.0,EA,7,209.0,14.25,96888.0,15689.92857142857,211426.0,463.5107655502392,Review
951960.0,EA,10,13.33,0.55,13.33,9.498999999999999,209315.0,0.9587396849212303,Review
969860.0,EA,9,2371.5,968.44,76500.0,10764.16,208932.0,31.849698503057137,Review
951640.0,EA,6,3.3449999999999998,2.34,4.35,3.345,206619.0,0.600896860986547,Review
801500.0,EA,12,532.125,86.4,670.5,434.46250000000003,204917.0,1.0976744186046512,Review
950020.0,EA,7,0.4,0.1,6.0,1.5671428571428572,202907.76,14.75,Review
819360.0,EA,14,3.45,1.1,1189.16,99.34500000000001,200945.0,344.3652173913044,Review
800080.0,KG,5,55.24,25.0,59.05,44.668,200720.0,0.6164011585807385,Review
802060.0,EA,11,937.5,102.0,106250.0,14464.634545454546,198317.58000000002,113.22453333333333,Review
802900.0,EA,5,22265.62,17695.31,30195.0,23365.56,194913.11,0.5613897120313739,Review
969980.0,EA,8,1434.5,1200.0,30600.0,8538.125,194910.0,20.49494597420704,Review
801970.0,KG,56,34.5,28.0,222.86,62.06357142857143,193988.05,5.648115942028986,Review
969710.0,EA,5,3986.75,2000.0,7277.0,4258.75,190626.0,1.3236345394118016,Review
802130.0,L,42,144.05,129.25,296.0,172.02428571428572,190522.83,1.1575841721624436,Review
801960.0,KG,8,47.88136,14.218800000000002,200.0,54.27273,185541.16,3.8800318119618993,Review
818870.0,EA,13,35.31,0.9,190.8,32.44461538461539,175837.64,5.378079864061172,Review
951990.0,EA,8,14.97,2.25,31.28,15.8675,175456.77,1.9392117568470273,Review
817400.0,EA,8,6000.0,6000.0,10483.9,6560.4875,175387.3,0.7473166666666666,Review
980040.0,EA,12,265.0,28.8,12000.0,3344.9,174810.0,45.17433962264151,Review
819160.0,EA,7,701.69,127.12,141400.0,21025.182857142856,172939.4,201.3323262409326,Review
819080.0,EA,9,156.24,6.3,5959.8,833.1044444444445,172688.0,38.104838709677416,Review
966690.0,EA,5,1110.0,600.0,2182.2,1186.44,171682.2,1.4254054054054053,Review
940040.0,KG,11,99.0,33.0,215.0,105.27272727272727,170195.0,1.8383838383838385,Review
802870.0,EA,18,1428.0,2.55,18630.0,3293.6566666666668,169295.27000000002,13.044432773109245,Review
980110.0,EA,15,1070.0,245.0,23828.13,2469.6193333333335,168842.1,22.040308411214955,Review
969990.0,EA,6,1660.13,172.0,60000.0,11596.210000000001,164120.54,36.03814159132116,Review
960500.0,EA,8,4.715,1.3,13.97,6.24125,163419.8,2.687168610816543,Review
966040.0,EA,5,3.8,3.8,30.0,13.88,161800.0,6.894736842105264,Review
818920.0,EA,8,382.5,35.28,96610.16,19544.2425,160669.66,252.48334640522876,Review
7504070.0,EA,5,593.78,447.52,1350.0,686.928,160500.0,1.5198895213715518,Review
810450.0,EA,23,4550.0,140.0,5500.0,4123.182608695652,154773.88,1.178021978021978,Review
7500250.0,EA,6,338.635,140.0,396.61,288.35833333333335,154234.5,0.7577775480975092,Review
7500470.0,EA,16,0.93,0.76,800.0,81.16979166666667,152940.0,859.3978494623656,Review
969300.0,EA,5,385.45,30.0,3840.3,991.55,152051.0,9.885328836424959,Review
7400710.0,KG,46,15.0,12.0,23.0,16.27173913043478,149000.0,0.7333333333333333,Review
816800.0,EA,5,48250.0,127.72,48250.0,29001.544,148777.72,0.9973529533678757,Review
805740.0,EA,5,520.0,296.61,13881.6,5747.468,148731.01,26.12498076923077,Review
800150.0,EA,25,480.0,296.61,750.0,478.62,147797.86,0.9445625,Review
980250.0,EA,7,1881.0,1064.0,11039.0,4735.071428571428,146640.0,5.303030303030303,Review
940560.0,KG,10,150.0,54.0,1350.0,261.0,145905.0,8.64,Review
801130.0,EA,14,1.0750000000000002,0.56,5.31,1.705,143074.0,4.41860465116279,Review
951180.0,EA,8,2.6785,0.37,9.21,3.8388750000000003,140536.0,3.300354676124697,Review
801010.0,EA,26,82.0,0.9,595.0,84.24923076923076,137751.28,7.245121951219512,Review
801640.0,EA,16,1058.5,8.47,1838.98,907.736875,137346.63999999998,1.7293434104865375,Review
801630.0,EA,17,16.95,11.0,550.0,157.99117647058824,137226.85,31.799410029498528,Review
812770.0,KG,42,89.0,49.11,700.0,273.1252380952381,136222.57,7.313370786516853,Review
801170.0,EA,6,11.4,7.31,42.0,18.768333333333334,132322.5,3.0429824561403507,Review
7503130.0,EA,6,15.16,11.5,1575.0,296.8066666666667,132158.4,103.13324538258576,Review
7502110.0,EA,5,0.33953120000000003,0.33953120000000003,0.7,0.41162496,126882.8,1.0616662032826436,Review
812890.0,KG,23,355.36,57.0,450.0,289.31434782608693,126728.84,1.1059207564160287,Review
964970.0,EA,5,0.87,0.87,265.0,53.696000000000005,123390.0,303.5977011494253,Review
801960.0,L,36,86.0,49.5,265.0,103.36166666666666,121259.87,2.505813953488372,Review
817310.0,FT2,7,255.0,115.0,6350.0,1131.8157142857142,120649.64,24.45098039215686,Review
801030.0,EA,43,119.0,2.0,950.0,186.25581395348837,120553.0,7.966386554621849,Review
817770.0,EA,20,417.565,8.72,1415.18,591.1665,120497.82,3.3682420700968714,Review
800490.0,KG,10,69.5,68.5,136.88,82.51599999999999,117932.05,0.9838848920863309,Review
805060.0,EA,5,848.0,101.43,2903.25,1077.656,115742.0,3.3040330188679246,Review
800110.0,EA,11,65.0,12.0,199.16,85.89999999999999,114305.2,2.879384615384615,Review
816950.0,EA,11,2512.12,1172.32,54429.26,10276.854545454546,113045.40000000001,21.199998407719377,Review
800130.0,EA,19,42.0,3.8639930555555555,338.14,61.93884137426901,111528.03,7.958952546296295,Review
800680.0,EA,21,81.81,42.63,160.0,79.7195238095238,111340.0,1.4346656887911013,Review
805530.0,EA,6,5700.0,41.48,26850.0,7665.246666666666,108716.0,4.7032491228070175,Review
815440.0,EA,8,200.0,11.0,26000.0,3523.0,108450.0,129.945,Review
969580.0,EA,6,531.5,2.3,1900.0,794.9666666666667,104975.0,3.570460959548448,Review
800050.0,EA,18,17.0,0.85,64.0,19.759444444444444,104572.9,3.7147058823529413,Review
800610.0,EA,14,10.39,8.0,75.0,19.28642857142857,103984.5,6.4485081809432145,Review
815470.0,EA,5,2246.0,271.54,23000.0,9757.816,102984.81,10.119528049866428,Review
812710.0,KG,29,25.0,25.0,178.58,47.60314827586207,101995.54,6.1432,Review
910550.0,KG,103,40.4,8.0,100.0,35.35601941747573,98716.77,2.2772277227722775,Review
818680.0,EA,5,5559.75,60.0,38392.86,12203.806,98215.38,6.894709294482666,Review
801180.0,EA,6,44.9,33.5,70.0,50.330000000000005,96358.6,0.8129175946547884,Review
910540.0,KG,221,20.0,5.6,80.0,25.280226244343893,95739.98,3.72,Review
7701160.0,EA,7,4090.0,21.06,10800.2,3415.3914285714286,94238.92,2.6354865525672375,Review
814600.0,EA,10,10.169333333333332,10.169333333333332,45.0,13.652466666666665,94080.0,3.425068834404091,Review
800040.0,EA,20,11.625,1.34,68.43,18.645500000000002,91783.5,5.771182795698925,Review
800160.0,EA,18,146.95,75.6,323.68,182.42944444444444,88797.0,1.688193263014631,Review
819020.0,EA,10,260.175,1.5,12500.0,2226.589,88284.34,48.03882002498318,Review
805900.0,EA,5,1.6,1.2,31.0,12.040000000000001,87334.0,18.625,Review
801510.0,EA,10,678.0,97.2,8832.0,2076.8450000000003,86837.0,12.883185840707963,Review
962020.0,EA,13,1800.0,180.0,8850.0,2139.7246153846154,85733.31,4.816666666666666,Review
817750.0,EA,10,7478.8150000000005,2033.89,16271.86,8415.32,84153.2,1.9037735256186976,Review
801150.0,EA,19,5.73,1.25,107.14,18.45263157894737,81056.0,18.479930191972077,Review
910530.0,KG,67,9.5,8.0,80.0,24.193283582089553,80859.49,7.578947368421052,Review
801830.0,M,5,5.933333333333334,4.95,51.98,24.128666666666668,80813.0,7.926404494382021,Review
7503010.0,EA,6,450.0,450.0,2768.0,1004.1666666666666,79350.0,5.151111111111111,Review
800640.0,EA,29,24.0,10.0,448.96,61.55034482758621,79147.8,18.29,Review
801460.0,EA,7,929.2,205.0,1201.9,743.8571428571429,78023.0,1.0728583727938013,Review
818590.0,EA,6,760.7,174.0,6800.0,1648.8,77899.4,8.710398317339292,Review
800530.0,EA,25,20.0,5.0,170.0,57.827600000000004,77286.0,8.25,Review
952010.0,EA,6,10.18,10.18,17.24,12.533333333333331,76694.0,0.6935166994106089,Review
807020.0,EA,19,1900.0,33.28,3580.0,1954.3484210526317,74929.85,1.8666947368421052,Review
969870.0,EA,10,2632.83,1055.24,9000.0,3685.4739999999997,74927.0,3.0175742452038303,Review
7700720.0,EA,14,246.62,77.12,783.74,338.0664285714286,74694.92,2.865217743897494,Review
801790.0,EA,41,44.45,8.8,237.29,46.606097560975606,73906.51,5.140382452193475,Review
817760.0,EA,12,1817.525,32.14,11016.94,3292.2225,73673.04000000001,6.043823331178388,Review
805510.0,EA,6,340.0,65.0,1650.0,530.7566666666667,73240.8,4.661764705882353,Review
800990.0,KG,7,135.16,128.38,362.0,193.53571428571428,72906.25,1.728469961527079,Review
806290.0,FT2,6,11.25,8.5,25.0,14.916666666666666,72850.0,1.4666666666666666,Review
7504000.0,EA,11,2700.0,0.75,3800.0,1815.7863636363638,72240.0,1.4071296296296296,Review
807390.0,EA,5,10.0,10.0,17559.01,4816.5019999999995,69604.0,1754.9009999999998,Review
7300600.0,EA,19,0.01,0.01,27.4,1.4515789473684209,68551.28,2738.9999999999995,Review
980240.0,EA,5,8500.0,290.0,16000.0,7457.0,68247.0,1.848235294117647,Review
