material_id,description_count,uom_count,material_group_count,line_count,spend,issue_flag
7101780.0,5,2,3,275,6227205.0,True
818430.0,3,2,3,8,6199248.0,True
818460.0,2,1,1,4,5940625.0,True
921560.0,2,1,1,5,5920000.0,True
7101830.0,3,2,3,44,5792324.48,True
950000.0,7,1,1,42,5731817.8,True
932100.0,2,1,1,6,5649187.5,True
7100590.0,2,2,2,11,5423666.8,True
819150.0,7,4,5,9,5399305.1,True
7101250.0,4,1,1,28,5399000.0,True
7101970.0,3,2,3,15,5247245.0,True
921380.0,4,1,2,22,4904024.5,True
802100.0,4,3,1,14,4827344.24,True
804910.0,2,1,1,5,4459100.0,True
7101860.0,6,5,4,133,4213182.25,True
816520.0,3,1,3,6,4163144.0,True
951460.0,8,2,1,34,4151277.66,True
920100.0,3,1,2,8,4127467.5,True
940020.0,5,1,1,21,4100539.33,True
7101360.0,2,2,2,7,3862000.0,True
969610.0,6,2,3,6,3619725.0,True
921520.0,2,1,1,4,3390000.0,True
816840.0,5,3,3,11,3386261.16,True
969760.0,3,1,1,3,3153900.0,True
951160.0,4,2,1,17,3053096.46,True
950890.0,3,1,1,14,2864553.88,True
803430.0,3,2,1,86,2863698.71,True
951240.0,5,2,1,20,2830134.44,True
7201340.0,2,2,1,50,2780344.9,True
7100090.0,3,2,2,21,2703060.0,True
7100620.0,2,2,2,4,2617500.0,True
962460.0,6,1,3,14,2615852.55,True
818290.0,3,1,2,3,2575879.0,True
817920.0,4,2,3,5,2454431.44,True
814650.0,3,1,2,38,2409345.68,True
819120.0,3,2,2,3,2408730.0,True
7101150.0,4,2,2,37,2281837.2,True
7503570.0,2,1,1,2,2269374.0,True
952140.0,8,2,1,16,2224811.5,True
951920.0,3,1,1,9,2221700.0,True
819060.0,2,2,2,2,2193720.0,True
818400.0,3,1,3,16,2139146.9,True
920960.0,3,1,3,4,2130000.0,True
969790.0,4,2,3,5,2024575.0,True
802040.0,6,1,1,9,1817625.0,True
801360.0,2,1,1,3,1797120.0,True
951500.0,5,1,1,5,1789985.15,True
818770.0,4,2,3,15,1737926.64,True
800570.0,7,2,1,12,1729190.0,True
803910.0,4,2,4,6,1676494.64,True
911020.0,2,2,2,5,1672635.21,True
801550.0,4,1,1,7,1656040.0,True
819190.0,8,1,1,8,1635800.0,True
801480.0,7,1,1,15,1627206.0,True
813700.0,2,1,2,2,1604800.0,True
951710.0,3,1,1,5,1601646.4,True
7300000.0,4,1,1,11,1570291.34,True
7101700.0,2,1,1,16,1546800.0,True
802160.0,3,2,1,26,1529793.35,True
802310.0,9,1,2,48,1507356.85,True
951890.0,4,1,1,13,1485897.75,True
911040.0,5,2,2,24,1482923.21,True
806210.0,3,3,3,7,1466190.0,True
7101050.0,3,2,3,14,1436398.0,True
814960.0,2,1,1,3,1429288.1400000001,True
7300610.0,6,2,1,16,1406631.7,True
952080.0,6,1,1,16,1388984.3,True
920870.0,3,1,1,20,1353750.0,True
7100000.0,4,3,2,36,1301497.0,True
952110.0,8,2,1,17,1276652.32,True
7200160.0,2,1,1,5,1271600.22,True
818480.0,2,1,1,4,1269063.0,True
950790.0,3,1,1,13,1256330.08,True
951450.0,3,1,1,13,1245285.2,True
951670.0,4,1,1,19,1211905.8,True
7300410.0,3,2,1,5,1177010.4,True
818140.0,3,1,2,19,1154715.0,True
817520.0,3,2,2,32,1148796.48,True
951930.0,2,1,1,8,1127005.9,True
921310.0,2,1,1,5,1080000.0,True
802110.0,3,2,1,4,1076051.92,True
950020.0,7,3,1,13085,1060259.76,True
816680.0,3,1,2,7,1042821.1,True
818790.0,4,1,3,5,1038735.59,True
7100050.0,4,2,2,6,1028248.8,True
951940.0,2,2,1,7,1022377.8,True
952090.0,7,1,1,22,1020291.5,True
817320.0,3,1,2,3,1014871.0,True
951390.0,5,2,1,10,1010961.44,True
7100570.0,3,2,3,5,1010736.0,True
7100550.0,5,3,4,22,986098.4,True
950820.0,3,1,1,8,952460.45,True
803540.0,2,2,2,14,944084.6,True
951860.0,8,2,1,22,914458.55,True
967120.0,2,1,2,2,900892.0,True
951570.0,2,2,1,15,900326.0,True
818300.0,4,1,3,6,896900.0,True
7504090.0,10,1,1,10,888009.6,True
802740.0,5,4,5,7,882195.7999999999,True
7101930.0,2,1,1,6,875600.0,True
950930.0,2,1,1,7,867971.88,True
803420.0,2,1,2,4,867260.0,True
818060.0,2,1,1,8,863500.0,True
819140.0,5,2,3,5,855209.82,True
952060.0,4,2,1,8,846061.5,True
7101920.0,2,2,2,11,839328.0,True
802830.0,4,2,4,4,838571.67,True
802560.0,5,2,2,9,835845.6,True
967970.0,3,1,1,5,798012.0,True
950800.0,2,1,1,6,788474.06,True
961630.0,6,2,1,11,779522.51,True
801820.0,8,1,1,44,764753.6,True
7701180.0,6,1,1,34,764647.1799999999,True
7100040.0,3,2,1,34,737524.0,True
7500280.0,3,2,1,5,733116.0,True
800120.0,6,2,2,24,731232.0,True
951170.0,2,1,1,6,721121.6,True
952130.0,7,2,1,7,721081.98,True
815230.0,3,1,1,3,712562.1100000001,True
803090.0,3,1,1,4,704097.0,True
802780.0,2,2,2,3,695280.0,True
952160.0,4,2,1,7,689676.8200000001,True
951350.0,5,2,1,14,689592.03,True
951650.0,6,2,1,11,686948.04,True
809110.0,2,1,1,5,678500.0,True
951340.0,7,1,1,13,676162.5,True
806330.0,2,1,2,12,673871.0,True
802930.0,2,2,2,24,668290.09,True
7100310.0,5,2,2,6,648077.3999999999,True
818070.0,3,2,3,4,646113.0,True
7101690.0,2,1,1,9,638118.0,True
801810.0,7,1,1,47,622994.0,True
7101510.0,2,2,2,30,621621.0,True
951190.0,3,1,1,10,613564.08,True
7300630.0,3,2,1,4,611030.24,True
817410.0,2,1,2,2,602804.12,True
7503340.0,4,1,1,4,599394.5,True
818850.0,9,3,5,12,593742.15,True
951480.0,3,1,1,7,586329.75,True
950940.0,3,1,1,7,585162.0,True
816500.0,2,1,1,6,582132.0,True
800220.0,7,3,4,27,581313.2,True
7201850.0,4,1,1,13,578466.28,True
7503210.0,3,2,2,4,578000.0,True
969450.0,5,2,3,9,577102.0,True
969640.0,6,2,1,6,576300.0,True
803150.0,3,3,3,12,572430.6,True
818710.0,5,3,5,17,560279.06,True
808340.0,2,2,2,8,552730.0,True
910560.0,9,2,2,370,547513.54,True
802320.0,4,1,2,15,539015.71,True
817150.0,7,1,1,12,533769.5,True
940000.0,5,1,1,16,527630.0,True
7100740.0,2,2,2,2,523024.0,True
7500340.0,4,3,1,7,519469.7,True
802920.0,2,1,1,46,514533.26,True
7100190.0,2,2,1,4,507541.9,True
951770.0,5,2,1,7,506065.6,True
801980.0,7,1,1,73,502677.69,True
951580.0,4,1,1,6,499523.9,True
813460.0,3,1,2,3,496668.0,True
951800.0,4,1,1,7,494713.1,True
980150.0,5,2,4,5,491988.0,True
809140.0,2,2,2,5,490253.0,True
950120.0,2,1,1,2,486570.0,True
951410.0,5,1,1,7,482738.16000000003,True
816110.0,2,1,2,6,477332.04,True
818960.0,7,1,5,7,473532.72,True
960300.0,4,1,1,9,472342.85,True
801390.0,2,1,1,2,470001.0,True
950920.0,3,1,1,16,467859.7,True
819070.0,8,1,5,8,467376.70999999996,True
7102000.0,6,3,3,7,455868.0,True
961110.0,3,1,2,7,452406.0,True
7101530.0,4,3,3,19,442622.0,True
818750.0,5,2,5,5,442238.0,True
801190.0,9,2,1,22,441883.4,True
815840.0,4,1,1,8,435072.0,True
817510.0,4,2,2,4,431894.0,True
950030.0,5,2,1,8,422008.0,True
951620.0,2,2,1,4,421459.8,True
802180.0,4,1,2,12,419727.9,True
818700.0,7,2,5,7,413869.75,True
980010.0,8,2,4,11,413074.18,True
802790.0,4,2,4,26,409196.94,True
920760.0,3,1,1,8,408504.0,True
818900.0,9,2,6,13,407469.65,True
952100.0,5,1,1,11,398921.11,True
818800.0,6,3,3,31,398653.5,True
7705500.0,3,1,3,6,395844.73,True
818950.0,7,1,5,9,388685.0,True
818670.0,5,1,1,5,387800.0,True
952000.0,5,1,1,19,387412.5,True
802330.0,4,1,3,15,387106.36,True
951850.0,3,1,1,3,386154.53,True
951140.0,4,1,1,4,385500.0,True
800000.0,5,1,1,21,384370.38,True
801920.0,6,2,1,11,383220.05,True
808120.0,2,1,2,2,383000.0,True
951400.0,5,2,1,7,376170.12,True
819220.0,5,4,5,9,374125.0,True
951780.0,2,1,1,6,368061.76,True
951630.0,3,1,1,4,365809.5,True
802980.0,2,2,2,2,362317.5,True
818990.0,8,1,5,12,361104.18,True
801610.0,2,1,1,23,355139.3,True
951610.0,3,1,1,3,353022.0,True
811110.0,5,3,5,8,346612.8,True
969620.0,4,1,2,4,343614.0,True
969460.0,3,1,2,3,339772.0,True
969850.0,6,1,5,7,338581.0,True
817310.0,4,2,2,10,336009.64,True
801960.0,8,3,1,54,334705.57,True
817780.0,2,1,2,3,333216.74,True
802170.0,6,3,2,20,333155.58,True
817980.0,3,1,2,6,332037.0,True
951900.0,2,2,1,11,331242.96,True
950250.0,2,1,1,2,321975.0,True
801300.0,5,2,1,8,319181.6,True
980050.0,9,1,7,14,315416.15,True
802060.0,6,3,2,16,311372.78,True
818760.0,4,2,2,7,308732.0,True
7300460.0,2,1,1,3,305747.52,True
910570.0,2,1,1,127,305205.42,True
818860.0,7,1,3,7,300640.0,True
819200.0,10,1,7,11,297718.72,True
7500260.0,3,1,1,4,297015.2,True
960170.0,4,1,1,7,288576.0,True
802120.0,5,3,1,12,286080.0,True
961540.0,2,1,1,2,280717.85,True
969570.0,5,1,1,6,276852.0,True
969940.0,5,1,3,6,275941.02,True
800560.0,4,2,1,12,274727.0,True
951220.0,5,1,1,19,273810.0,True
7101730.0,2,1,1,10,273000.0,True
808470.0,3,2,3,3,272478.75,True
800040.0,7,2,1,27,268954.7,True
969720.0,4,2,3,7,265215.0,True
817640.0,6,2,3,7,264161.1,True
7300470.0,2,1,1,3,257300.38999999998,True
800110.0,8,2,1,14,256945.2,True
951960.0,8,2,1,11,255411.4,True
951870.0,5,1,1,10,254776.0,True
801030.0,7,2,1,48,253865.5,True
7101990.0,4,3,3,5,253743.9,True
819130.0,7,2,4,13,252820.0,True
801520.0,6,1,1,6,250533.6,True
803410.0,3,1,1,3,249020.0,True
962470.0,2,2,2,10,247177.1,True
910640.0,2,1,1,7,245475.0,True
951830.0,3,1,1,4,244582.0,True
801970.0,8,3,1,71,244576.41,True
940830.0,4,3,2,15,243048.0,True
816170.0,2,1,1,3,239220.0,True
951210.0,2,2,1,4,238089.3,True
818180.0,4,1,2,4,237620.0,True
969690.0,8,1,5,8,236674.0,True
952150.0,3,2,1,3,236008.3,True
960450.0,5,1,1,7,235686.0,True
801470.0,8,1,1,14,235143.0,True
969700.0,8,2,4,8,234034.75,True
804140.0,2,2,2,6,233891.88,True
814690.0,2,1,2,9,232693.2,True
808500.0,2,2,2,3,232499.2,True
801930.0,6,2,1,8,232240.16,True
807100.0,5,1,2,9,231617.25,True
818580.0,2,1,1,4,231060.0,True
801620.0,3,1,2,7,229020.0,True
811860.0,3,2,2,4,227165.0,True
950910.0,2,1,1,3,227150.0,True
800080.0,5,2,1,12,225562.6,True
951690.0,2,1,1,6,224990.0,True
951360.0,4,1,1,6,224280.0,True
980020.0,3,1,2,3,221449.38,True
7703090.0,3,1,2,6,218920.15,True
7101960.0,4,2,4,7,214969.4,True
807710.0,4,2,2,6,213245.0,True
952120.0,6,2,1,8,213172.18,True
980100.0,7,1,2,7,211426.0,True
969860.0,9,1,3,9,208932.0,True
817450.0,2,2,2,5,206657.5,True
951640.0,6,1,1,6,206619.0,True
801500.0,4,1,1,12,204917.0,True
7701200.0,3,2,1,5,203920.5,True
801330.0,2,1,1,4,201300.0,True
819360.0,4,1,4,14,200945.0,True
805250.0,2,1,2,3,199250.0,True
817200.0,2,1,2,2,196750.0,True
969980.0,8,1,4,8,194910.0,True
7500550.0,2,1,2,3,194010.0,True
962730.0,2,1,1,2,192948.0,True
802130.0,8,2,1,45,192281.63,True
951310.0,2,1,1,3,191103.74,True
969710.0,5,1,4,5,190626.0,True
7503890.0,2,1,1,3,189680.0,True
819090.0,6,2,3,6,188520.0,True
808080.0,3,1,3,4,187986.0,True
966690.0,6,2,3,6,181942.2,True
7504070.0,5,3,3,9,181100.0,True
803060.0,3,1,3,3,179450.0,True
7400030.0,3,2,1,3,179112.0,True
818870.0,5,1,3,13,175837.64,True
951990.0,4,1,1,8,175456.77,True
819080.0,8,2,3,10,175438.0,True
819160.0,8,2,7,8,175189.4,True
801020.0,5,2,1,19,175139.0,True
801350.0,3,2,1,4,174920.0,True
980040.0,9,1,2,12,174810.0,True
7701170.0,3,1,1,4,173679.6,True
969420.0,2,1,1,2,173378.0,True
817870.0,2,1,2,2,172710.0,True
818940.0,3,2,3,4,172487.98,True
801560.0,3,1,1,4,172400.0,True
803720.0,2,1,2,2,170730.89,True
804220.0,3,1,2,4,170697.0,True
801590.0,2,1,1,3,170470.0,True
940040.0,4,1,2,11,170195.0,True
818810.0,7,3,4,19,170137.79,True
802870.0,5,1,4,18,169295.27000000002,True
980110.0,8,1,5,15,168842.1,True
921600.0,3,1,1,3,167611.43,True
801010.0,7,2,2,29,167115.53,True
969990.0,7,2,6,7,166950.54,True
819210.0,5,3,2,5,165170.64,True
960500.0,4,1,1,8,163419.8,True
818980.0,4,1,1,6,163380.0,True
966040.0,2,1,1,5,161800.0,True
818920.0,7,1,5,8,160669.66,True
7500250.0,2,2,2,8,159302.0,True
812300.0,2,1,2,3,159000.0,True
800620.0,4,2,2,9,156469.0,True
7101370.0,2,2,2,3,155862.0,True
800130.0,7,2,2,20,155028.03,True
810450.0,5,1,4,23,154773.88,True
7500470.0,7,1,2,16,152940.0,True
969300.0,2,1,2,5,152051.0,True
801200.0,8,2,1,15,151734.0,True
980250.0,8,2,2,8,151115.76,True
817300.0,4,2,2,4,150972.3,True
800490.0,8,2,2,15,150062.7,True
809090.0,2,1,2,4,149254.0,True
816800.0,3,1,3,5,148777.72,True
805740.0,3,1,3,5,148731.01,True
800150.0,2,1,1,25,147797.86,True
940560.0,4,1,2,10,145905.0,True
951330.0,4,2,1,5,145750.0,True
7503760.0,2,2,2,4,144900.0,True
816580.0,3,2,3,4,143680.0,True
801130.0,5,1,1,14,143074.0,True
808700.0,3,2,2,5,142815.5,True
963870.0,2,1,1,3,142570.0,True
950840.0,3,1,1,4,142220.0,True
7300310.0,3,1,1,3,141994.72,True
812890.0,4,2,2,24,141728.84,True
951180.0,3,1,1,8,140536.0,True
7300600.0,5,2,1,20,140191.28,True
803450.0,4,4,3,5,139635.02,True
951720.0,2,2,1,3,138839.36,True
7502650.0,3,1,1,3,138484.75,True
801640.0,4,1,1,16,137346.63999999998,True
801630.0,7,1,1,17,137226.85,True
813020.0,2,2,2,8,137203.0,True
802660.0,2,2,2,2,136790.0,True
806680.0,3,2,3,3,136750.0,True
812770.0,6,1,1,42,136222.57,True
980030.0,6,2,5,9,135103.0,True
940510.0,2,1,1,2,134700.0,True
816180.0,2,1,1,2,134270.0,True
801170.0,5,1,1,6,132322.5,True
7503130.0,2,1,2,6,132158.4,True
811720.0,2,1,2,3,132120.18,True
965990.0,2,1,1,2,131800.0,True
800100.0,6,2,1,14,131701.42,True
7300620.0,2,1,1,2,129652.3,True
960620.0,2,1,1,4,129292.0,True
817190.0,4,2,3,5,128563.64,True
7300640.0,7,2,1,7,127905.0,True
7300270.0,2,1,1,2,126872.5,True
980190.0,6,3,2,10,126580.0,True
802220.0,3,1,1,4,126432.5,True
800870.0,4,1,1,6,126062.0,True
7501170.0,2,1,1,3,124188.6,True
964970.0,2,1,2,5,123390.0,True
814700.0,3,1,2,4,122315.0,True
809450.0,4,2,2,9,122160.0,True
804360.0,2,2,2,3,121276.0,True
817770.0,10,1,1,20,120497.82,True
804660.0,4,2,4,6,119678.24,True
963580.0,2,1,1,2,118800.0,True
807250.0,3,2,2,6,118440.0,True
7101850.0,4,3,1,5,117184.5,True
817280.0,2,1,1,2,116800.0,True
815260.0,2,1,2,2,116161.0,True
805060.0,4,1,3,5,115742.0,True
805530.0,4,2,2,9,115688.0,True
7500410.0,2,1,2,3,115678.72,True
910540.0,10,2,1,263,115552.98,True
951370.0,2,2,1,3,114992.34,True
806190.0,2,2,2,2,114665.0,True
967980.0,2,1,2,4,114571.62,True
814950.0,2,1,2,2,114299.32,True
7503590.0,2,2,1,2,114000.0,True
816950.0,10,1,1,11,113045.40000000001,True
960120.0,2,1,1,2,112288.0,True
807910.0,3,2,1,10,112150.0,True
806320.0,4,1,1,13,111440.36,True
800680.0,4,1,1,21,111340.0,True
802580.0,2,1,2,4,111111.88,True
961640.0,4,2,1,6,110966.37,True
800050.0,8,2,1,19,110447.9,True
7502320.0,2,1,1,2,110100.0,True
801800.0,3,2,2,30,108877.8,True
815440.0,4,1,4,8,108450.0,True
967420.0,6,3,1,9,108276.0,True
800610.0,7,2,1,15,107242.5,True
7503490.0,2,1,2,2,106883.78,True
968820.0,2,1,2,2,106800.0,True
951680.0,3,1,1,4,106478.0,True
969580.0,4,1,1,6,104975.0,True
803310.0,2,2,2,7,104080.0,True
817270.0,3,1,2,3,103810.0,True
815470.0,3,1,3,5,102984.81,True
814290.0,3,2,2,5,102525.13,True
7102010.0,5,3,5,5,102352.7,True
812710.0,5,1,1,29,101995.54,True
962140.0,2,2,2,2,101700.0,True
951910.0,2,1,1,2,99163.4,True
817690.0,2,1,1,2,98970.0,True
7100730.0,2,1,1,2,98766.0,True
910550.0,3,1,1,103,98716.77,True
818680.0,5,1,3,5,98215.38,True
963780.0,3,2,2,5,97855.48,True
951840.0,2,1,1,3,97536.74,True
801180.0,3,2,1,10,97118.6,True
802730.0,2,1,2,5,96849.58,True
969960.0,4,2,1,5,96840.0,True
811820.0,2,2,2,3,96600.0,True
810230.0,3,1,3,4,95990.0,True
805340.0,2,2,2,4,94406.8,True
805320.0,3,1,2,3,94325.0,True
7701160.0,3,1,2,7,94238.92,True
814600.0,2,1,2,10,94080.0,True
815530.0,2,2,2,7,93663.57,True
809530.0,2,1,1,3,93602.0,True
966470.0,2,1,2,2,93070.0,True
7705030.0,3,1,2,7,92861.33,True
801860.0,7,1,1,9,92229.83,True
801540.0,2,1,1,3,90384.0,True
7101180.0,2,2,2,3,90006.0,True
815540.0,2,2,2,2,89775.0,True
965820.0,2,2,2,3,89404.85,True
800160.0,7,1,1,18,88797.0,True
819020.0,8,1,5,10,88284.34,True
7701530.0,3,1,1,6,87951.76000000001,True
805900.0,3,1,1,5,87334.0,True
801510.0,5,1,1,10,86837.0,True
813740.0,3,3,3,4,86181.1,True
962020.0,3,1,1,13,85733.31,True
7707660.0,3,2,2,4,85036.95999999999,True
817750.0,10,1,1,10,84153.2,True
961150.0,4,2,1,5,83162.0,True
819310.0,6,2,5,6,82335.0,True
805240.0,2,1,2,2,81360.0,True
969950.0,9,2,2,9,81312.02,True
801150.0,7,1,1,19,81056.0,True
910530.0,3,1,1,67,80859.49,True
801830.0,3,1,1,5,80813.0,True
966330.0,2,1,1,3,80436.0,True
980090.0,4,1,4,4,79850.0,True
7503010.0,4,1,1,6,79350.0,True
965030.0,2,2,2,3,79200.0,True
800640.0,7,1,1,29,79147.8,True
817740.0,3,1,2,4,78813.56,True
980140.0,4,1,4,4,78790.0,True
7100200.0,3,2,2,11,78743.2,True
801460.0,3,1,1,7,78023.0,True
818590.0,5,1,3,6,77899.4,True
800530.0,7,1,1,25,77286.0,True
811050.0,3,1,2,4,77236.0,True
952020.0,2,1,1,3,77074.90000000001,True
952010.0,2,1,1,6,76694.0,True
810170.0,2,1,1,4,76395.0,True
806290.0,4,2,3,8,76340.0,True
807040.0,2,1,2,3,76095.0,True
817370.0,3,2,2,3,75840.0,True
807020.0,2,1,2,19,74929.85,True
969870.0,10,1,2,10,74927.0,True
7700720.0,8,1,1,14,74694.92,True
969810.0,8,2,2,8,74367.0,True
800990.0,3,2,2,9,74226.25,True
801790.0,6,1,1,41,73906.51,True
817760.0,10,1,2,12,73673.04000000001,True
7100220.0,4,2,1,5,73633.2,True
7100260.0,2,2,2,6,73278.5,True
805510.0,3,1,3,6,73240.8,True
980240.0,6,2,4,6,72823.2,True
969660.0,5,2,4,5,72600.0,True
7504000.0,7,1,1,11,72240.0,True
809840.0,2,2,2,6,72049.0,True
940840.0,2,2,1,2,71563.0,True
962080.0,2,2,2,2,71389.0,True
815090.0,2,1,2,4,70800.0,True
980000.0,6,3,4,7,70060.0,True
802230.0,4,3,2,13,69823.6,True
807390.0,3,1,3,5,69604.0,True
805700.0,2,1,2,4,68190.0,True
803440.0,4,2,3,10,67993.28,True
7100130.0,3,3,1,7,67899.0,True
951540.0,5,1,1,5,66480.0,True
819370.0,3,1,3,3,65856.92,True
965250.0,2,1,2,2,65632.0,True
806200.0,4,1,3,6,65609.98,True
952070.0,2,1,1,2,65000.0,True
801600.0,4,1,2,10,64738.0,True
814710.0,4,3,3,15,64646.56,True
7704670.0,2,1,2,8,64161.619999999995,True
800030.0,7,3,1,23,64041.88,True
807510.0,5,1,3,13,63486.2,True
964280.0,2,1,2,2,63300.0,True
819240.0,2,1,2,4,62189.92,True
980330.0,3,1,3,3,62050.0,True
7708460.0,10,2,6,14,61774.38,True
812290.0,3,1,3,5,61751.26,True
800140.0,5,2,1,11,61331.49,True
818410.0,3,1,2,3,61239.83,True
812430.0,3,2,3,4,60588.04,True
808730.0,6,1,1,9,60483.0,True
980170.0,6,1,5,7,60107.57,True
962200.0,2,1,1,7,59960.0,True
814220.0,2,2,2,3,59925.0,True
7708090.0,2,1,1,4,59719.659999999996,True
818570.0,2,2,1,6,59510.490000000005,True
800500.0,3,1,1,4,59400.0,True
800580.0,8,1,1,10,58814.0,True
808870.0,4,2,4,7,58614.799999999996,True
801210.0,7,1,1,10,58099.0,True
817910.0,2,1,2,2,57950.0,True
800910.0,3,1,1,6,57736.54,True
801490.0,4,1,1,8,57602.0,True
805170.0,2,1,2,2,57428.22,True
800710.0,6,1,1,17,57293.0,True
804340.0,2,1,2,6,56758.0,True
7504060.0,8,2,3,8,55930.0,True
7707940.0,2,1,1,2,55911.84,True
809560.0,2,1,1,2,55550.0,True
7504010.0,3,1,2,7,55482.0,True
7708480.0,10,1,4,12,55194.3,True
980210.0,4,2,4,5,54860.6,True
819250.0,3,1,3,3,54750.0,True
7708370.0,10,1,6,13,54678.96,True
980160.0,4,2,4,4,54578.0,True
802720.0,5,2,2,9,54548.63,True
960150.0,2,1,1,4,54037.0,True
808950.0,3,1,1,10,53854.0,True
7705620.0,2,1,2,4,53060.16,True
806050.0,2,2,2,2,52748.5,True
961450.0,2,2,1,4,52748.0,True
963770.0,2,2,2,2,52576.2,True
7701030.0,4,1,1,6,52363.85,True
807330.0,3,2,3,3,52241.0,True
807920.0,4,2,1,14,52150.0,True
807270.0,5,2,3,16,52100.7,True
7705580.0,3,1,2,5,52033.04,True
802520.0,2,1,1,4,51823.0,True
7300170.0,2,1,1,2,51400.0,True
803490.0,2,1,2,3,51384.0,True
7705690.0,3,1,1,3,51225.0,True
802290.0,3,2,2,5,51025.0,True
7101800.0,2,2,2,9,50864.4,True
819030.0,8,1,5,8,50521.21,True
961850.0,2,1,1,2,50200.0,True
951230.0,3,1,1,7,49665.2,True
806170.0,2,1,1,5,49575.78,True
816940.0,5,1,2,6,49486.5,True
818910.0,3,2,3,3,49260.0,True
969110.0,2,1,2,2,49125.0,True
808050.0,3,1,1,18,49012.2,True
980380.0,2,1,2,2,49002.0,True
805610.0,3,3,3,3,48328.0,True
7701070.0,6,1,1,6,48250.0,True
969350.0,2,1,2,3,47400.0,True
960920.0,6,2,1,8,46586.6,True
815800.0,2,1,2,5,46517.6,True
800630.0,6,3,1,9,46340.0,True
7708400.0,10,2,4,11,46282.9,True
803190.0,2,1,2,3,46240.64,True
817620.0,2,1,1,7,46031.8,True
818010.0,2,1,2,2,45900.0,True
812400.0,2,2,2,8,45837.5,True
962160.0,3,1,3,6,45313.0,True
969210.0,2,1,1,4,45240.0,True
7100210.0,2,1,1,2,45167.7,True
980290.0,6,2,3,7,45109.9,True
805360.0,3,1,2,7,44720.0,True
7500040.0,4,1,1,5,44509.89,True
811070.0,2,2,2,3,44340.0,True
802390.0,2,2,1,4,44150.0,True
7706080.0,3,1,2,3,43975.4,True
814000.0,2,1,2,2,43955.93,True
961970.0,2,2,1,4,43898.0,True
800670.0,4,1,1,16,43041.0,True
805180.0,4,1,4,4,42975.0,True
7500480.0,2,1,2,4,42890.0,True
810470.0,3,1,2,4,42690.4,True
802700.0,2,1,2,2,42682.15,True
7708020.0,2,1,2,2,42654.060000000005,True
809940.0,2,1,2,4,42644.05,True
815150.0,4,2,2,9,42596.35,True
7707310.0,2,2,2,4,42527.1,True
7708320.0,8,1,5,9,42271.61,True
810970.0,2,1,1,2,42200.0,True
